Name,HSE,smiles
NCGC00258884-01,0,Cc1ccc(cc1C)N(=O)=O	
NCGC00259081-01,0,C1(C(C1C(=O)O[C@H](C#N)c1cc(Oc2ccccc2)ccc1)(C)C)(C)C	
NCGC00259328-01,0,C(CC(=O)OCCCC)(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C	
NCGC00257303-01,0,[C@H]12[C@H](CN(CC1)[C@@H](C2)[C@H](O)c1ccnc2c1cc(cc2)OC)C=C.Cl	
NCGC00257377-01,0,O1C[C@@H](N(c2c1cccc2)C(=O)C(Cl)Cl)C	
NCGC00259323-01,0,c1c(Cl)c(Cl)ccc1NC(=O)CC	
NCGC00258249-01,0,[B-](F)(F)(F)F.n1(c[n+](cc1)C)CCCCCCCC	
NCGC00258850-01,0,c1(nc(c(c(c1Cl)N)Cl)Cl)C(=O)O	
NCGC00259992-01,0,O(c1c(N)ccc(c2ccc(N)c(OC)c2)c1)C	
NCGC00259986-01,0,O(c1ccc(N)cc1)C	
NCGC00258519-01,0,N(=O)(=O)c1cc(cc(N(=O)=O)c1Cl)C(F)(F)F	
NCGC00258382-01,0,C(=O)(CC[C@@H]1C[C@@H](CC1)CC)O	
NCGC00258114-01,0,C(=O)(c1cc(ccc1O)Cl)c1ccccc1	
NCGC00259964-01,0,Oc1c(cccc1)c1ccccc1	
NCGC00259675-01,0,P(=O)(OC[C@H](CCCC)CC)(O)O	
NCGC00255896-01,0,[C@@]12([C@H]([C@](C(=O)[O-])(CCC2)C)CC=C2[C@@H]1CCC(=C2)C(C)C)C.[Na+]	
NCGC00254111-01,0,c12c(ccc(c1)C(=O)[O-])n(c(n2)C(=O)N[C@@H]1CCN(CC1)C1CC1)Cc1cc(on1)c1sc(cc1)Cl.[Na+]	
NCGC00257675-01,0,Brc1cccc(c1)c1ccccc1	
NCGC00257760-01,0,C1(=C(C)C)CC[C@H](CC1=O)C	
NCGC00258016-01,0,C(=O)(CCCCC(=O)OC(C)C)OC(C)C	
NCGC00259462-01,0,[C@]12([C@@](C(=O)N(C1=O)c1cc(cc(c1)Cl)Cl)(C2)C)C	
NCGC00259396-01,0,Clc1c(ccc(c1)Cl)O[C@@H](C(=O)O)C	
NCGC00254155-01,0,ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl	
NCGC00257850-01,0,o1c(cc(cc1=O)OC)/C=C/c1ccccc1	
NCGC00258289-01,0,[n+]1(cn(cc1)CCCCCC)C.[P-](F)(F)(F)(F)(F)F	
NCGC00256115-01,0,C(CCOC(=O)c1ccc(cc1)N)OC(=O)c1ccc(cc1)N	
NCGC00255570-01,0,Nc1ccc(cc1)CCCCCC	
NCGC00260413-01,0,C(CCCCCC(=O)O)CCCCCBr	
NCGC00259687-01,1,[C@H]1(C([C@H]1C=C(C)C)(C)C)C(=O)OCc1coc(c1)Cc1ccccc1	
NCGC00258455-01,0,C1=C(C[C@@H](OC1=O)/C=C/c1cc2c(OCO2)cc1)OC	
NCGC00259917-01,0,C(=O)c1cc(ccc1)Oc1ccccc1	
NCGC00257851-01,0,Oc1ccc(Cl)c(Cl)c1Cl	
NCGC00259228-01,0,C(=S)(NC(=O)OC)Nc1c(NC(=S)NC(=O)OC)cccc1	
NCGC00260247-01,0,CCCCCC[n+]1ccccc1.[I-]	
NCGC00255948-01,0,S(=O)(=O)(OCCCCCCCCCCCCC)[O-].[Na+]	
NCGC00255111-01,0,CC[N+](=C1C=C/C(=C(/c2ccc(N(CC)CC)cc2)\c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])/C=C1)CC.[Na+]	
NCGC00260110-01,0,S(=O)(=O)([O-])OCCCCCCCCCCCC.[NH4+]	
NCGC00260469-01,1,c1ccc2c(c1)c(c1ccccc1c2Br)Br	
NCGC00259612-01,0,c1c2c(ccc1Nc1ccc(cc1)Nc1ccc3c(c1)cccc3)cccc2	
NCGC00259033-01,0,N1CCCCCC1	
NCGC00258293-01,0,C1COC1	
NCGC00255433-01,0,C(=O)(OC1=C(C(=O)OC21CCCC2)c1c(cc(cc1C)C)C)CC(C)(C)C	
NCGC00260537-01,0,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C	
NCGC00247729-01,0,c1ccccc1C(C[C@@H](N(C)C)C)(c1ccccc1)C(=O)CC.Cl	
NCGC00259020-01,0,[C@]1(c2c(cc(cc2)Cl)Cl)(Cn2cncn2)O[C@H](CO1)CCC	
NCGC00257057-01,0,n1c(nc(nc1Cl)Cl)Cl	
NCGC00254731-01,0,N(=O)(=O)c1c(cc(Oc2c(cc(C(F)(F)F)cc2)Cl)cc1)OCC	
NCGC00258940-01,0,C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C	
NCGC00259938-01,0,IC(I)I	
NCGC00260389-01,0,n1c(nc(c(c1N)N)N)N.S(=O)(=O)(O)O	
NCGC00259004-01,0,N(CCN)CCN	
NCGC00257673-01,0,O=C(Nc1ccc(cc1)C)C	
NCGC00260003-01,0,C(=O)(OCC([C@H](OC(=O)C(C)C)C(C)C)(C)C)C(C)C	
NCGC00256185-01,1,n1(c2c(c3c1ccc(c3)N(=O)=O)cccc2)CC	
NCGC00259034-01,0,CC(=O)CCC(=O)O	
NCGC00258228-01,0,C(C(C)C)(C)C	
NCGC00256480-01,0,Cl.c1(ccc(Cl)cc1)N	
NCGC00258842-01,0,ClC(c1ccccc1)(Cl)Cl	
NCGC00255466-01,0,C(=O)(Nc1ccc(c(c1)Cl)Cl)N	
NCGC00258277-01,0,C(CC)CC=C	
NCGC00258987-01,0,C([C@H](C)OC(=O)C)OC	
NCGC00259006-01,0,N12COC[C@]1(COC2)CC	
NCGC00257012-01,0,N(C)(C)c1cccc(O)c1	
NCGC00259362-01,0,CN(c1ccccc1)C	
NCGC00091468-02,0,Nc1ccc(cc1)Cl	
NCGC00254973-01,1,S(C#N)CSc1nc2c(s1)cccc2	
NCGC00257493-01,1,OS(=O)(=O)O.Oc1c2c(cccn2)ccc1.Oc1c2c(cccn2)ccc1	
NCGC00254107-01,1,[n+]1(ccccc1[S-])[O-].[Na+]	
NCGC00258901-01,1,O=C(OCCCCCCOC(=O)C=C)C=C	
NCGC00258442-01,1,N(c1ccc(N)cc1)(CC)CC	
NCGC00254228-01,0,[C@@H]1([C@@H](NCc2c(ccc(c2)OC(F)(F)F)OC)CCCN1)c1ccccc1	
NCGC00255531-01,1,[Sn](CC)(CC)(CC)Br	
NCGC00254382-01,0,c1(c(ccc(c1)S(=O)(=O)N)Oc1cc(c(cc1)SC)C)CN(C)C	
NCGC00254802-01,0,Cn1c(c(c(n1)C)/C=N/OCc1ccc(cc1)C(=O)OC(C)(C)C)Oc1ccccc1	
NCGC00253949-01,0,c12c(c(ccc1NCCN(CC)CC)CNC=O)sc1c(c2=O)cc(cc1)OC	
NCGC00183853-01,0,Clc1ccc2c(N(c3c(CC2)cccc3)CCCN2CCC3(CC2)C(=O)N[C@H]2N3CCCC2)c1	
NCGC00254069-01,0,[C@H]12N([C@H](C[C@@H](C1)n1c(C)nc3ccccc13)CC2)CCC1(CCN(C(=O)c2cc(S(=O)(=O)NC)c(cc2Cl)F)CC1)c1cccc(F)c1	
NCGC00165983-01,0,c12c(cc(c(c1/N=N\c1c3c(c(cc1)S(=O)(=O)[O-])cccc3)O)S(=O)(=O)[O-])cc(cc2)S(=O)(=O)[O-].[Na+].[Na+].[Na+]	
NCGC00256843-01,1,N(c1ccc(cc1)OC[C@@H]1CO1)(C[C@@H]1CO1)C[C@@H]1CO1	
NCGC00159323-02,0,Clc1ccc2c(c1)C(=N[C@H](O)C(=O)N2)c1ccccc1	
NCGC00258862-01,0,Clc1cc(ccc1N)N.O=S(=O)(O)O	
NCGC00181913-02,0,c1ccccc1[C@H]([C@H](N(C)CCOC(c1ccccc1)c1ccccc1)C)O	
NCGC00090749-04,1,C(=C(\c1ccc(cc1)O)/CC)(/c1ccc(cc1)O)\CC	
NCGC00257271-01,1,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1	
NCGC00182970-01,0,[C@]12([C@@]3(C(=CC(=O)CC3)CC[C@H]1[C@H]1[C@](C[C@@H]2O)([C@](CC1)(O)C)C)C)F	
NCGC00254229-01,0,c1(cnc(cc1)Oc1c(nccc1)C)NC(=O)N1c2c(CC1)cc(c(c2)C(F)(F)F)C.Cl	
NCGC00254527-01,1,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(S(=O)(=O)N)(F)F	
NCGC00182713-01,1,c12c(cc(c(c1)OCCCN1CCOCC1)NC(=O)C=C)c(ncn2)Nc1cc(c(cc1)F)Cl	
NCGC00260393-01,0,N(CCCN)CCCN	
NCGC00254791-01,0,n1(ncnc1)/C(=C/c1c(cc(cc1)Cl)Cl)/[C@H](O)C(C)(C)C	
NCGC00090965-03,0,C(=O)(c1ccc(cc1)O)OCCC	
NCGC00167478-01,0,[C@]123[C@]4(C1)[C@H](C([C@@H](OC(=O)/C=C/c1cc(c(cc1)O)OC)CC4)(C)C)CC[C@H]2[C@]1([C@@]([C@H](CC1)[C@@H](CCC=C(C)C)C)(CC3)C)C	
NCGC00163699-01,0,C(=O)(/C=C/C=C/C=C/C=C/C(=O)O[C@H]1[C@H]([C@@H]([C@]2(OC2)CC1)[C@]1(O[C@@H]1CC=C(C)C)C)OC)O	
NCGC00258264-01,1,c1cc2cccc3ccc4c(c23)c1c1c(c4)cccc1	
NCGC00016544-01,0,[C@@]12(C(=CC[C@@H]3[C@@H]1CC[C@]1([C@H]3CCC1=O)C)C[C@H](CC2)OC(=O)C)C	
NCGC00254338-01,0,c1(cc(c(cc1C(C)(C)C)O)C(C)(C)C)O	
NCGC00258849-01,0,C(c1ccc(cc1)O)(c1ccccc1)(C)C	
NCGC00015335-09,0,Cl.C(c1ccccc1)(c1ccccc1)OCCN(C)C	
NCGC00258732-01,0,[C@@](c1cc(c(cc1)OC)OC)(CCCN(CCc1cc(c(cc1)OC)OC)C)(C(C)C)C#N.Cl	
NCGC00257853-01,0,Nc1c2c(CCCC2)nc2ccccc12.Cl	
NCGC00090753-01,0,[C@H]1([C@H]([C@H](O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]1(C)O)C)C)C)O)(C)O)CC)C)C)O[C@@H]1O[C@@H](C[C@@H]([C@H]1O)N(C)C)C	
NCGC00254649-01,0,c1(O)c(cc(cc1N(=O)=O)N(=O)=O)C(C)(C)C	
NCGC00159388-02,0,N(=O)(=O)OCC(CON(=O)=O)(CON(=O)=O)CON(=O)=O	
NCGC00254070-01,0,n1(c(c(c(n1)C(=O)NN1CCCCC1)CC)c1ccc(cc1)Br)c1c(cc(cc1)Cl)Cl	
NCGC00183830-01,1,c1(c(cccc1Cl)[C@H]1C(=C(NC(=C1C(=O)OC)C)COC(=O)N)C(=O)OC(C)C)Cl	
NCGC00183103-01,0,c12c(c(c(c(c1C)C)OC(=O)CCC(=O)OCCO)C)CC[C@](O2)(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C	
NCGC00091512-04,0,O=C/C=C/c1ccccc1	
NCGC00260459-01,1,c1cc2ccc3cc4c(CCCC4=O)c4ccc(c1)c2c34	
NCGC00091507-01,0,Oc1c(O)cccc1O	
NCGC00164327-02,0,CCCC[C@@H](CC)COS(=O)(=O)[O-].[Na+]	
NCGC00254968-01,1,C(=O)(/C=C(/C=C/C[C@H](CCCC(C)C)C)\C)OCC	
NCGC00259440-01,0,c1c2c(ccc1Nc1ccccc1)cccc2	
NCGC00259622-01,0,N(c1c2c(cccc2)ccc1)c1ccccc1	
NCGC00255607-01,1,C(=O)(/C=C(/C=C/C[C@H](CCCC(C)(OC)C)C)\C)OC(C)C	
NCGC00259197-01,0,CC(C[C@](C#C[C@](CC(C)C)(O)C)(O)C)C	
NCGC00258108-01,0,CC(c1cc(c(cc1)O)C)(c1ccc(c(c1)C)O)C	
NCGC00247687-01,0,Cl.N(C(=O)CC)([C@H]1[C@H](CN(CC1)CCc1ccccc1)C)c1ccccc1	
NCGC00253948-01,1,Cc1nc(no1)c1ccc2CCN(CC[C@@H]3CC[C@H](CC3)NC(=O)/C=C/c3ccc(F)cc3)CCc2c1.Cl	
NCGC00258527-01,0,c1(ccc(cc1)O)C(=O)c1ccc(cc1)Cl	
NCGC00183128-01,0,C12=CC(=O)[C@H]3[C@]([C@@]1(CC[C@@]1([C@H]2C[C@@](C(=O)O)(CC1)C)C)C)(CC[C@@H]1[C@@]3(CC[C@@H](C1(C)C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)C)C	
NCGC00254639-01,0,P(=S)(OC(C)C)(OC(C)C)SCCNS(=O)(=O)c1ccccc1	
NCGC00257869-01,0,Oc1c(cc(cc1)CNC(=O)CCCC/C=C/C(C)C)OC	
NCGC00258060-01,0,Cc1c(ccc(c1)O)O	
NCGC00187606-01,0,[Na+].[Na+].C\1(=C/2\C(=O)c3cc(S(=O)(=O)[O-])ccc3N2)/C(=O)c2cc(S(=O)(=O)[O-])ccc2N1	
NCGC00255384-01,1,C(=S)(OC(C)C)[S-].[Na+]	
NCGC00260023-01,0,O=C1c2c(c(ccc2C(=O)c2c1cccc2)C)N(=O)=O	
NCGC00164086-01,0,[Si](O[Si](C)(C)C)(C)(C)C	
NCGC00258801-01,1,[Sn](Cl)(Cl)(C)C	
NCGC00091737-01,0,O=C(O)/C=C/C=C/C	
NCGC00260527-01,0,P(=O)(OCCCCCCCC(C)C)(Oc1ccccc1)Oc1ccccc1	
NCGC00258121-01,0,Cc1ccc2c(c1)ccc1ccccc21	
NCGC00260544-01,0,O=C1c2c(O)cc(C)cc2C(=O)c2cc(O)cc(O)c12	
NCGC00259080-01,0,C1([C@@H]([C@H]1C(=O)OCc1c(c(c2ccccc2)ccc1)C)/C=C(/C(F)(F)F)\Cl)(C)C	
NCGC00254952-01,0,N1(C(=O)S[C@H]([C@@H]1C)c1ccc(cc1)Cl)C(=O)NC1CCCCC1	
NCGC00255214-01,0,c1(c(ccc(c1)O)c1ccccc1)Cl	
NCGC00260154-01,0,C(=O)(/C=C/c1ccc(/N=C/c2ccc(cc2)OC)cc1)OC[C@H](CC)C	
NCGC00166317-01,0,O=P(O/C(=C(/C(=O)N(CC)CC)\Cl)/C)(OC)OC	
NCGC00183837-01,0,S1c2c([C@H](c3c(C1)cccc3)NC(=O)CCCN1CCN(CC1)c1ccc(cc1)F)cccc2	
NCGC00258486-01,0,Oc1c(N)cccc1	
NCGC00166059-01,0,[Al](OC(=O)C)(OC(=O)C)O	
NCGC00253929-01,0,c12c([nH]c(c1)C(=O)N[C@H]([C@H](C(=O)N1C[C@H]([C@H](C1)O)O)O)Cc1ccccc1)ccc(c2)Cl	
NCGC00253947-01,0,[C@@]1(c2cc3n(C4CCCCC4)nc(c3cc2)CC)(CC[C@@H](CC1)C(=O)O)C#N	
NCGC00255485-01,0,c1(ccc(cc1)Cl)C(C(=O)OC(C)C)(c1ccc(cc1)Cl)O	
NCGC00258995-01,0,c1(c(=O)c2ccc(cc2oc1)O)c1ccc(cc1)O	
NCGC00255669-01,0,C(=O)(O)COc1ccc(cc1)OCCCOc1c(c(c(cc1)C(=O)C)O)CCC	
NCGC00259250-01,0,OCCNCCO	
NCGC00260355-01,1,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC	
NCGC00095042-04,0,S=P(N1CC1)(N1CC1)N1CC1	
NCGC00259368-01,0,[N+]1(CCCC1)(CCCC)C.[Cl-]	
NCGC00256010-01,0,[Na+].c1c(c(ccc1)/C(=C/1\C=C(C(=O)C(=C1C)Br)Br)/c1c(c(c(c(c1)Br)O)Br)C)S(=O)(=O)[O-]	
NCGC00260432-01,0,O=N(=O)c1c2c(ccc1)cccc2N(=O)=O	
NCGC00254598-01,0,[n+]1(ccc(cc1)N(=O)=O)[O-]	
NCGC00259284-01,0,C(=O)(OCC(C)C)C	
NCGC00259329-01,0,C(C(C)(N)C)O	
NCGC00183007-01,0,CCOc1c(ccc([C@H]2C(=O)NC(=O)S2)c1)OCCCCC	
NCGC00259326-01,0,Cl[C@H]1[C@@H]([C@H]([C@H](Cl)[C@H]([C@@H]1Cl)Cl)Cl)Cl	
NCGC00259066-01,0,c1(c(ccc(c1)NC(=O)C(=C)C)Cl)Cl	
NCGC00259037-01,0,[n+]1(n(c(cc1c1ccccc1)c1ccccc1)C)C.S(=O)(=O)(OC)[O-]	
NCGC00257262-01,0,C(=O)(CC(=O)C)Nc1c(cc(c(c1)OC)Cl)OC	
NCGC00260441-01,0,O(c1ccc(Nc2ccc(OC)cc2)cc1)C	
NCGC00257200-01,0,CC(C)(C)Nc1nc(NCC)nc(SC)n1	
NCGC00254951-01,0,c12c(c3c(c[nH]c3)C#N)cccc1OC(O2)(F)F	
NCGC00257387-01,0,Nc1ccc(OCCCCCC)cc1	
NCGC00256606-01,0,c1(C(=O)c2ccccc2)c(cc(cc1)O)O	
NCGC00257498-01,0,C(=O)([C@H](CC1CCCC1)c1ccc(c(c1)Cl)S(=O)(=O)C)Nc1nccnc1	
NCGC00260366-01,0,c1cc(c(cc1O)C=O)Br	
NCGC00254138-01,0,O=C(c1cc(c(c(c1)O)O)O)OCCC	
NCGC00257425-01,0,C(=O)(c1ccc(cc1)O)O[C@@H](CC)C	
NCGC00256447-01,0,Oc1ccc(cc1)c1ccccc1	
NCGC00256419-01,0,c12c(=O)cc(oc1cc(cc2O)O)c1ccc(cc1)O	
NCGC00259866-01,0,Oc1c(cccc1)O	
NCGC00255349-01,0,C1(=O)c2c(C(=O)c3c1cccc3O)c(cc(c2)CO)O	
NCGC00254625-01,1,[Cu]I	
NCGC00256117-01,0,c12c(c(cc(c1)S(=O)(=O)O)O)c(cc(c2)S(=O)(=O)[O-])N.[Na+]	
NCGC00258739-01,1,BrC(Br)(Br)CBr	
NCGC00257293-01,1,C(=O)(NC(=O)CCl)O[C@@H]1CC[C@@]2([C@H]([C@@H]1OC)[C@@]1(O[C@@H]1CC=C(C)C)C)CO2	
NCGC00258518-01,0,C(/C=C(/C)\Cl)Cl	
NCGC00257605-01,0,c1c(cccc1)/C=C(/C=O)\C	
NCGC00260526-01,0,P(=O)(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(cc1)C(C)(C)C	
NCGC00259367-01,0,C1(=CC[C@@H](CC1)C(=C)C)C	
NCGC00259351-01,0,c1(c(cccc1CC)C)N	
NCGC00255397-01,0,Nc1ccc(cc1)c1ccc(cc1)F	
NCGC00255404-01,0,c1(c(c(=O)c2c(o1)cc(cc2O)O)O)c1c(cc(cc1)O)O	
NCGC00259539-01,0,O1COc2ccc(/C=C/C=C/C(=O)N3CCCCC3)cc12	
NCGC00258096-01,0,C(=O)(c1cccc(c1)O)c1ccccc1	
NCGC00259837-01,1,c1(c(cc(cc1)O)O)C(=O)c1c(cc(cc1)O)O	
NCGC00259785-01,0,C(=O)(C=C)OCCC(=O)O	
NCGC00257180-01,0,C(=O)([C@H](C)Oc1ccc(cc1)Oc1ncc(cc1Cl)C(F)(F)F)OC	
NCGC00260495-01,0,C1(=O)c2c(Cc3c1cccc3)cccc2	
NCGC00260671-01,0,c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1	
NCGC00259880-01,0,C(C[C@](C(C)(C)C)(O)Cn1ncnc1)c1ccc(cc1)Cl	
NCGC00257243-01,0,c1(cc(c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(c(c(c1)O)O)O)c1cc(c(c(c1)O)O)O)O)O	
NCGC00258178-01,0,Oc1cc(Cl)cc(Cl)c1Cl	
NCGC00257420-01,0,CCCCCCCCCc1ccc(O)cc1	
NCGC00260511-01,0,c1ccc2c(c1)cc1ccccc1c2CO	
NCGC00258743-01,1,S=C=NCc1ccccc1	
NCGC00259445-01,0,c1(c(c(N(=O)=O)c(c(c1)C)C)NC(CC)CC)N(=O)=O	
NCGC00259641-01,0,C[NH+](CC[C@@H](c1ccc(cc1)Cl)c1ncccc1)C.C(=O)(/C=C\C(=O)[O-])O	
NCGC00259985-01,1,n1c(SNC2CCCCC2)sc2c1cccc2	
NCGC00260492-01,0,CC(=O)c1ccc2c(c1)Cc1ccccc21	
NCGC00259959-01,0,c1(cccc(c1)C(C)(N=C=O)C)C(C)(N=C=O)C	
NCGC00254622-01,0,c1(Oc2ccccc2)ccc(cc1)OC[C@@H](Oc1ccccn1)C	
NCGC00257640-01,0,O=C(O)c1c(cccc1)C	
NCGC00259921-01,0,Cc1c(ccc(c1)Cc1cc(c(cc1)N)C)N	
NCGC00259307-01,0,C(CCCCCC)CCCCCS	
NCGC00259373-01,0,C(=O)([C@H](Oc1c2c(ccc1)cccc2)C)N(CC)CC	
NCGC00255539-01,0,S(=O)(=O)(Oc1nc(nc(c1CCCC)C)NCC)N(C)C	
NCGC00254549-01,1,Cl[Sb](Cl)Cl	
NCGC00257573-01,0,ClC/C=C/CCl	
NCGC00254742-01,0,O=N(=O)c1cc(c(c(c1)Cl)N)Cl	
NCGC00258111-01,1,Clc1c(O)c(Cl)cc(c1)C(c1cc(Cl)c(O)c(c1)Cl)(C)C	
NCGC00254697-01,0,c1(cc(c(cc1)Br)Cl)NC(=O)N(OC)C	
NCGC00259415-01,0,O=C(Nc1cccc(c1)Cl)OC(C)C	
NCGC00160641-01,0,CN1C(=S)CN=C(c2ccccc2)c2cc(ccc12)Cl	
NCGC00182031-01,0,C1(=NCc2n(c3c1cc(CC)s3)c(C)nn2)c1ccccc1Cl	
NCGC00255789-01,0,C(#N)CCN(c1ccc(cc1)/N=N/c1c(cc(cc1Cl)N(=O)=O)Cl)CC	
NCGC00255012-01,0,S(=O)(=O)(Oc1cc2C([C@H](Oc2cc1)OCC)(C)C)C	
NCGC00254316-01,0,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	
NCGC00164449-04,0,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(S(=O)(=O)O)(F)F	
NCGC00254849-01,0,n1(ncnc1)C[C@@]1(O[C@H]1c1c(cccc1)Cl)c1ccc(cc1)F	
NCGC00260673-01,0,Nc1ccc(cc1)/N=N/c1ccc(cc1)N	
NCGC00258301-01,0,c1(O)c(cc(cc1N(=O)=O)C)N(=O)=O	
NCGC00257277-01,1,c1(cccc(c1C(=O)NC(C)(C)CS(=O)(=O)C)I)C(=O)Nc1ccc(cc1C)C(C(F)(F)F)(F)C(F)(F)F	
NCGC00254765-01,0,C(=O)(OCC)NCCOc1ccc(cc1)Oc1ccccc1	
NCGC00257615-01,0,c1(ccccc1C(=O)OCCCC)C(=O)OC[C@H](CCCC)CC	
NCGC00259899-01,0,O=C1N(CCC1)C	
NCGC00258783-01,0,[C@@H]1(n2c(=O)nc(cn2)N)O[C@@H]([C@H]([C@H]1O)O)CO	
NCGC00091483-03,1,Oc1c(O)cc(cc1)C(C)(C)C	
NCGC00258763-01,0,Oc1cc2c(cc1)OCO2	
NCGC00258453-01,0,BrC(Br)N(=O)=O	
NCGC00255961-01,0,C(=O)(OC)[C@H](CBr)Br	
NCGC00254204-01,0,c1c2c(cc3c1cccc3)cccc2	
NCGC00255771-01,0,c1(O)c(cc(cc1)C(C)C)C(C)C	
NCGC00258170-01,0,[N+]1(CCCC1)(CCCC)C.N(=C=[N-])C#N	
NCGC00256196-01,0,C(=O)/C=C/CCCCCCC	
NCGC00260127-01,0,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC	
NCGC00257326-01,0,Cl.CC(C)(O)CNc1ncc2c(n1)n(C)c(=O)cc2Oc1ccc(F)cc1F	
NCGC00256554-01,0,O[C@H](COc1cccc2c1cccc2)CNC(C)C.Cl	
NCGC00258800-01,0,Cl.Cl.c1(c(ccc(c1)N)O)N	
NCGC00247698-01,0,c1(c(cc(c(c1)OC)C)OC)C[C@H](N)C.Cl	
NCGC00254608-01,0,c1(nc(c(cc1Cl)Cl)Cl)OP(=S)(OC)OC	
NCGC00256998-01,0,O(C)c1c2ccoc2cc2oc(=O)ccc12	
NCGC00256699-01,0,c1(c(cccc1)/C=C/C=O)OC	
NCGC00255119-01,0,O=C(Nc1ccc2c3c(cccc3)Cc2c1)C(F)(F)F	
NCGC00256307-01,0,C(CCOCCCCCCCC)N	
NCGC00257680-01,0,Nc1c(N(=O)=O)cc(N(=O)=O)cc1	
NCGC00259993-01,0,Oc1ccc(N(=O)=O)cc1	
NCGC00254502-01,0,C1(c2cc(Sc3ccc(cc3)n3c(ncc3)C)ccc2)(CCOCC1)C(=O)N.S(=O)(=O)(O)C	
NCGC00257382-01,0,c1(C(F)(F)F)c(N(=O)=O)ccc(NC(=O)C(C)(C)O)c1	
NCGC00181765-01,0,c1ccccc1CCCCOc1ccc(cc1)C(=O)Nc1c2c(ccc1)c(=O)cc(o2)c1nnn[nH]1	
NCGC00255945-01,0,C1(=Nc2c(Sc3c1cccc3)cccc2)N1CCN(CC1)CCOCCO.C(=C\C(=O)O)/C(=O)O.C1(=Nc2c(Sc3c1cccc3)cccc2)N1CCN(CC1)CCOCCO	
NCGC00258203-01,0,Cc1c(c(cc(c1)OC(=O)NC)C)N(C)C	
NCGC00255458-01,0,c12c(cccc1)ccc(c2O)C(=O)Oc1ccccc1	
NCGC00257690-01,0,Clc1ccc(C=O)cc1	
NCGC00091839-03,1,C(=O)(CCC)c1cc(O)c(O)cc1O	
NCGC00257792-01,0,N(CC)(CC)c1cccc(O)c1	
NCGC00258272-01,0,[n+]1(cn(cc1)CCCCCC)C.[Cl-]	
NCGC00256768-01,0,[n+]1(c2c(cccc2)ccc1)Cc1ccccc1.[Cl-]	
NCGC00255402-01,0,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])(F)F.[Li+]	
NCGC00259973-01,0,N(=O)(=O)c1ccc(OP(=O)(OCC)OCC)cc1	
NCGC00258261-01,0,C(CN(=O)=O)CCCC	
NCGC00258653-01,0,C(=C(\Br)/CO)(/Br)\CO	
NCGC00255322-01,0,c1(cccc(c1)Oc1ccccc1)CBr	
NCGC00257756-01,0,C1CCCC1	
NCGC00259372-01,0,C1[C@H](C[C@H]([C@@H](C1)C(C)C)O)C	
NCGC00254371-01,0,[C@]1(CC(=C(C(=O)O1)Sc1c(cc(c(c1)C)CO)C(C)(C)C)O)(CCc1ccc(cc1)N)C(C)C	
NCGC00254189-01,0,C(=O)(CCCCC(=O)OCCCCCCCC(C)C)OCCCCCCCC(C)C	
NCGC00258922-01,0,CN(C)c1ccc(C)cc1	
NCGC00258924-01,0,CCCCCCCCO	
NCGC00255873-01,0,n1c(nc(cc1OP(=S)(OCC)OCC)C)N(CC)CC	
NCGC00257255-01,0,[Si](OCC)(OCC)(OCC)CCCCCCCC	
NCGC00258594-01,0,c1c(OCC)c(cc(c1OCC)C(=O)C)OCC	
NCGC00254800-01,0,S=P(OCC)(OCC)O[C@H](C(Cl)(Cl)Cl)Cl	
NCGC00168267-02,0,c1(c(cc(c(c1)OC)Br)OC)C[C@H](N)C.Cl	
NCGC00258841-01,0,Cl.C1(CCCCC1)N	
NCGC00256254-01,0,c1(c(c(c(c(c1C(=O)OCCC)Cl)Cl)Cl)Cl)C(=O)OCCC	
NCGC00255656-01,0,N(=O)(=O)c1cc(c(OP(=S)(OC)OC)cc1)Cl	
NCGC00094532-06,0,c1(cc(ccc1OCCCC(=O)O)Cl)Cl	
