Name,ER-LBD,smiles
NCGC00247709-01,0,[C@]123C4=CC=C([C@@H]2Oc2c1c(C[C@H]4N(CC3)C)ccc2OC)OC	
NCGC00186046-01,0,n1(c(=O)c(nc2c1cccc2)Cc1ccc(cc1)OC)CCN(CC)CC	
NCGC00095118-01,0,C1(=O)C(=C(c2ccc(S(=O)(=O)C)cc2)CO1)c1ccccc1	
NCGC00163494-01,0,[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)[C@@H]([C@@H](Cl)C)NC(=O)[C@H]1N(C[C@@H](C1)CCC)C)O)O)OP(=O)(O)O)SC	
NCGC00160383-01,0,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(F)cc1	
NCGC00166205-01,0,C(=O)(c1c(cccc1F)F)NC(=O)Nc1cc(c(cc1)Cl)Oc1ncc(cc1Cl)C(F)(F)F	
NCGC00016973-01,0,c1cc(C#N)ccc1C(c1ccc(C#N)cc1)n1ncnc1	
NCGC00095276-01,0,N[C@@H]1CC[C@@H](CN)O[C@@H]1O[C@H]1[C@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](N)[C@H]2O)[C@H](N)C[C@@H]1N	
NCGC00016914-01,0,[C@@]1(C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1n(nnn1)C)(NC(=O)[C@H]1S/C(=C(\C(=O)N)/C(=O)O)/S1)OC	
NCGC00257745-01,0,N(c1ccc(N)cc1)(C)C	
NCGC00164077-02,0,N(=N\c1ccccc1)/c1ccc(N)cc1	
NCGC00090791-03,0,n1(c2c(nc1)c(ncn2)N)[C@@H]1O[C@@H](CC1)CO	
NCGC00255202-01,0,c1(nc(sc1)NN)c1ccc(cc1)N	
NCGC00014617-01,0,S1(=O)(=O)c2c(N[C@@H](N1)Cc1ccccc1)cc(c(S(=O)(=O)N)c2)Cl	
NCGC00258547-01,0,S=C1NC=N[C@@H]2N=CN[C@H]12	
NCGC00164240-01,0,[C@@H]1(OC[C@@H]([C@H]1O)O)[C@H](O)COC(=O)CCCCCCC/C=C\CCCCCCCC	
NCGC00095271-01,0,[C@H]1([C@H]([C@@H](O[C@@H]([C@H]1O)CO)[C@H]1c2c(c(ccc2)O)C(=O)c2c1cc(cc2O)CO)O)O	
NCGC00160614-01,0,NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	
NCGC00181033-01,0,c1nc(c[nH]1)C[C@H](NC(=O)[C@H]1NC(=O)N(C(=O)C1)C)C(=O)N1[C@@H](CCC1)C(=O)N	
NTOC00000202-01,0,C(=O)([C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@H]1NC(=O)CC1)CO)CCCCN)CC(=O)O)C)[C@H](CC)C)CCSC)N	
NCGC00160489-01,0,c1(c(c(ccc1/C=N\NC(=O)c1ccncc1)OC)OC)C(=O)O	
NCGC00183654-01,0,c1(C)cccc(C)c1NC(=O)[C@H](N(CCC)CC)CC	
NCGC00183598-01,0,C1C(CCCC1)[C@H](C(=O)N1[C@H](C(=O)NCc2ccc(/C(=N/O)/N)cc2)CC1)NCC(=O)OCC	
NCGC00181044-01,0,C[Se]CC[C@H](N)C(=O)O	
NCGC00016686-01,0,C\1=C/C(=O)O[C@@H](C/C=C/C=C/C=C/C=C/[C@@H](C[C@@H]2O[C@](C[C@H](C[C@@H]3[C@@H]1O3)O)(C[C@@H]([C@H]2C(=O)O)O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@@H]1O)N)O)C)C	
NCGC00181141-01,0,[C@@]12(C(=O)[C@H]3[C@]([C@@H]1CC(=O)[C@H]3C)(CC2)C)[C@@H](C(=O)O)C	
NCGC00160295-01,0,c1c(ccc(c1)C(=O)O)N[C@@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O	
NCGC00091119-02,0,C(=O)(O)CCCCCCC/C=C\CCCCCCCC	
NCGC00257008-01,0,O=C(OC1CCCCC1)c1c(cccc1)C(=O)OC1CCCCC1	
NCGC00183655-01,0,n1[nH]c(nn1)c1cc(ccc1)NC(=O)C(=O)OCCCC	
NCGC00016304-01,1,C12=C(CC(=O)CC2)CC[C@H]2[C@H]3[C@@]([C@](C#C)(CC3)O)(CC[C@H]12)C	
NCGC00167559-01,1,[C@@H]12[C@@]3([C@@H](CC[C@H]1[C@H]1[C@](CC2)(C=CC1)C)CC(=O)CC3)C	
NCGC00160414-01,0,CC[C@@]1(C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O)c1ccccc1	
NCGC00016340-01,0,c1([C@H]2C(=O)N(CC)C(=O)N2)ccccc1	
NCGC00159317-02,0,[C@]123c4c5O[C@H]1C(=O)CC[C@H]2[C@@H](Cc4ccc5OC)N(CC3)C.P(=O)(O)(O)O.P(=O)(O)(O)O.P(=O)(O)(O)O.[C@]123c4c5O[C@H]1C(=O)CC[C@H]2[C@@H](Cc4ccc5OC)N(CC3)C	
NCGC00249609-01,0,N1[P@@](=O)(OCC[C@H]1OO)N(CCCl)CCCl	
NCGC00094763-01,0,N1C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](CCNC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H]1CC(C)C)CCN)CCN)[C@H](O)C)NC(=O)[C@@H](CCN)NC(=O)[C@@H]([C@H](O)C)NC(=O)[C@H](NC(=O)CCCC[C@@H](CC)C)CCN)CCN)Cc1ccccc1.OS(=O)(=O)O	
NCGC00093576-02,1,C(=N)(NCCCCNC(=N)N)N.S(=O)(=O)(O)O	
NCGC00165714-02,0,[S@](=O)(CC(=O)NO)C(c1ccccc1)c1ccccc1	
NCGC00255609-01,0,C(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)(O)C	
NCGC00160492-01,0,N12C[C@@H]([C@@H](CC1)CC2)C(c1ccccc1)(c1ccccc1)O	
NCGC00258105-01,1,C(=O)(c1ccc(cc1)O)OCCCCC	
NCGC00017071-01,0,c1(cc(c(cc1)O)O)[C@H]([C@H](NC(C)C)CC)O.CS(=O)(=O)O	
NCGC00257244-01,0,c1(O)ccc(cc1)OCCCCCC	
NCGC00180996-01,0,CCCOC(=O)c1ccccc1O	
NCGC00255307-01,1,c12c(=O)cc(oc1cc(cc2O)O)c1ccccc1	
NCGC00260514-01,1,c1cc(O)ccc1/N=N/c1ccccc1	
NCGC00159495-03,0,N1(C(=S)N[C@H](C1=O)CC(C)C)CC=C	
NCGC00013015-01,0,C(=O)([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ba+2].C(=O)([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	
NCGC00182971-01,0,C1(c2c(c3c1cccc3)cccc2)[N+](CCCCCC[N+](C1c2c(c3c1cccc3)cccc2)(C)C)(C)C.[Br-].[Br-]	
NCGC00182708-01,0,[C@]12([C@H](C[C@@H]([C@H](C1)N1CC[N+](CC1)(C)C)OC(=O)C)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@@H]([C@@H]2OC(=O)C)N1CC[N+](CC1)(C)C)C)C.[Br-].[Br-]	
NCGC00163232-01,0,[Br-].[Br-].[N+]1(C)(CCCCC1)[C@@H]1[C@@H]([C@@]2([C@H]([C@H]3[C@@H]([C@]4(C[C@H]([N+]5(C)CCCCC5)[C@H](C[C@@H]4CC3)OC(=O)C)C)CC2)C1)C)OC(=O)C	
NCGC00015219-03,0,[N+](CCO)(C)(C)C.[Br-]	
NCGC00013725-01,0,C(=O)([C@@H](c1ccccc1)CO)O[C@@H]1C[C@H]2[N+]([C@@H](C1)CC2)(C)C.[Br-]	
NCGC00185757-01,0,C(=O)([C@H](c1ccccc1)[C@@H](CC)C)OCC[N+](CC)(CC)C.[Br-]	
NCGC00094949-01,0,[Ca+2].C[C@@H]1O[C@@H]1P(=O)([O-])[O-]	
NCGC00167578-01,0,[Ca+2].C1N(C[C@H]2CCCC[C@@H]12)C(=O)C[C@@H](C(=O)[O-])Cc1ccccc1.C1N(C[C@H]2CCCC[C@@H]12)C(=O)C[C@@H](C(=O)[O-])Cc1ccccc1	
NCGC00017055-01,0,c12c([nH]c(nc1=O)N)NC[C@@H](N2C=O)CNc1ccc(C(=O)N[C@H](C(=O)[O-])CCC(=O)[O-])cc1.[Ca+2]	
NCGC00182038-01,0,C1N([C@@H](C[C@@H]1Sc1ccccc1)C(=O)[O-])C(=O)[C@H](C)CSC(=O)c1ccccc1.[Ca+2].C1N([C@@H](C[C@@H]1Sc1ccccc1)C(=O)[O-])C(=O)[C@H](C)CSC(=O)c1ccccc1	
NCGC00167462-01,0,[Ca+2].C(CCNC(=O)C)S(=O)(=O)[O-].C(CCNC(=O)C)S(=O)(=O)[O-]	
NCGC00016712-01,0,N12[C@@H]3[C@@]4([C@@H]5C[C@H](C3=CN3[C@@H]6[C@@]7([C@@H]8C[C@H](C6=C1)/C(=C\CO)/C[N@@+]8(CC7)CC=C)c1c3cccc1)/C(=C\CO)/C[N@@+]5(CC4)CC=C)c1c2cccc1.[Cl-].[Cl-]	
NCGC00181355-01,0,COC(=O)CCC[N+](C)(C)C.[Cl-]	
NCGC00167557-01,0,C[S+](C)CC[C@@H](N)C(=O)O.[Cl-]	
NCGC00017013-01,0,[n+]1(c(c(sc1)CCO)C)Cc1c(nc(nc1)C)N.[Cl-].Cl	
NCGC00017147-01,0,Cl.C1(=O)[C@H]([C@@H]2N1C(=C(CS2)C[N+]1(CCCC1)C)C(=O)O)NC(=O)/C(=N\OC)/c1nc(sc1)N.[Cl-]	
NCGC00166112-01,1,[N+](CCC[Si](OC)(OC)OC)(C)(C)CCCCCCCCCCCCCCCCCC.[Cl-]	
NCGC00164500-01,0,[n+]1(c(c(sc1)CCOP(=O)(O)O)C)Cc1c(nc(nc1)C)N.[Cl-]	
NCGC00160617-01,0,[n+]1(c(c(sc1)CCO[P@@](=O)(OP(=O)(O)O)O)C)Cc1c(nc(nc1)C)N.[Cl-]	
NCGC00017006-01,0,c1ccc([C@](O)(CC[N+](CC)(CC)CC)C2CCCCC2)cc1.[Cl-]	
NCGC00186461-01,0,C1CN[Pt]([Cl-])([Cl-])N1	
NCGC00181035-01,0,C(=O)([O-])CCCC.[K+]	
NCGC00090729-01,0,S1(=O)(=O)[N-]C(=O)C=C(O1)C.[K+]	
NCGC00095280-01,0,[Na+].O1[C@H]([C@@H]([C@H](C=C1C(=O)[O-])O)O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)NC(=O)C)O[C@@H]1[C@H](C[C@H]([C@@H]([C@H]1O)O)O[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1C)NC(=O)C)O[C@@H]1[C@H](O[C@H]([C@@H]([C@H]1O)O)O[C@H]1[C@@H]2O[C@H]([C@@H]([C@H]1O)NS(=O)(=O)[O-])OC2)C(=O)[O-])CO)C(=O)[O-])COS(=O)(=O)O.[Na+].[Na+].[Na+]	
NCGC00167583-01,0,[O-]S(=O)(=O)CCCS(=O)(=O)[O-].[Na+].[Na+]	
NCGC00016141-02,0,[Na+].[Na+].O[P@](=O)([O-])C(Cl)(Cl)[P@](=O)(O)[O-]	
NCGC00182026-01,0,c1c(ccc(c1)S[C@@H]([P@@](=O)([O-])O)[P@](=O)(O)[O-])Cl.[Na+].[Na+]	
NCGC00167556-01,0,N1(C(=O)[C@H]([C@H]1COC(=O)N)NC(=O)/C(=N\OCC(=O)[O-])/c1nc(sc1)N)S(=O)(=O)[O-].[Na+].[Na+]	
NCGC00185776-01,0,[C@@H](CC(=O)[O-])(C(=O)[O-])S[Au].[Na+].[Na+]	
NCGC00017046-01,0,[Na+].[Na+].N12[C@@H]([C@@H](C1=O)NC(=O)[C@@H](c1cscc1)C(=O)[O-])SC([C@@H]2C(=O)[O-])(C)C	
NCGC00183864-01,0,[Na+].[Na+].[O-][S@](=O)CNc1ccc(cc1)S(=O)(=O)c1ccc(NC[S@](=O)[O-])cc1	
NCGC00095183-01,0,C12=C[C@H](C[C@@H]([C@@H]1[C@@H](CC[C@H](C[C@H](CC(=O)[O-])O)O)[C@H](C=C2)C)OC(=O)[C@H](CC)C)O.[Na+]	
NCGC00183034-01,0,[C@@]1(C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])COC(=O)N)(NC(=O)Cc1sccc1)OC.[Na+]	
NCGC00159468-02,0,CCC(=O)[O-].[Na+]	
NCGC00167555-01,0,C(=O)([O-])CCC.[Na+]	
NCGC00017114-01,0,[Na+].NC(=O)c1cc[n+](CC2=C(N3[C@@H](SC2)[C@H](NC(=O)[C@H](c2ccccc2)S(=O)(=O)[O-])C3=O)C(=O)[O-])cc1	
NCGC00185758-01,0,C(=C)S(=O)(=O)[O-].[Na+]	
NCGC00166301-02,0,CC(C[C@H](CC[C@H](CCCC)CC)OS(=O)(=O)[O-])C.[Na+]	
NCGC00164091-01,0,Cln1c(=O)[n-]c(=O)n(c1=O)Cl.[Na+]	
NCGC00167565-01,0,CN1[C@@H](CC2=C/C(=N\NC(=O)N)/C(=O)C=C12)S(=O)(=O)[O-].[Na+]	
NCGC00017128-01,0,N12C(=O)[C@H]([C@H]1SCC(=C2C(=O)[O-])COC(=O)C)NC(=O)/C(=N/OC)/c1nc(sc1)N.[Na+]	
NCGC00167460-01,0,N12C(=O)[C@H]([C@H]1SCC=C2C(=O)[O-])NC(=O)/C(=N\OC)/c1nc(sc1)N.[Na+]	
NCGC00166409-01,0,[Na+].[O-]S(=O)(=O)C[C@H](S)CS	
NCGC00093811-01,0,[C@@]12(C(=CC[C@@H]3[C@@H]1CC[C@]1([C@H]3CCC1=O)C)C[C@H](CC2)OS(=O)(=O)[O-])C.[Na+]	
NCGC00017106-01,0,[Na+].N12[C@@H]([C@@H](C1=O)NC(=O)[C@@H](NC(=O)N1C(=O)NCC1)c1ccccc1)SC([C@@H]2C(=O)[O-])(C)C	
NCGC00160609-01,0,C12=CC(=O)[C@H]3[C@]([C@@]1(CC[C@@]1([C@H]2C[C@@](C(=O)O)(CC1)C)C)C)(CC[C@@H]1[C@@]3(CC[C@@H](C1(C)C)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)[O-])O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)C)C.[Na+]	
NCGC00095772-01,0,C1(=O)[C@](C(=O)NC(=N1)[S-])([C@H](CCC)C)CC=C.[Na+]	
NCGC00164607-01,0,Oc1ccc(C[C@H](NC(=O)c2ccccc2)C(=O)Nc2ccc(cc2)C(=O)[O-])cc1.[Na+]	
NCGC00016755-01,0,c1(N(=O)=O)c(CO)cc2c(c1)N[C@@H](CNC(C)C)CC2	
NCGC00160519-01,0,[n+]1(cc(ncc1C)C(=O)O)[O-]	
NCGC00164551-01,0,[C@H]1([C@@H]2N(C1=O)C(=C([C@@H]2C)S[C@H]1Cn2[n+](C1)cnc2)C(=O)[O-])[C@@H](C)O	
NCGC00187909-01,0,CCCCCCCCCCCCCCCCCCO[P@](=O)(OC1CC[N+](CC1)(C)C)[O-]	
NCGC00178624-02,0,c1(c(O)cccc1)C(=O)[O-].c1(c(O)cccc1)C(=O)[O-].[Zn+2]	
NCGC00095233-01,0,Br.C[C@@H](N)Cc1ccc(O)cc1	
NCGC00016119-02,0,Brc1ccccc1C[N+](C)(C)CC.[O-]S(=O)(=O)c1ccc(C)cc1	
NCGC00166291-01,1,C(=C\C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)\C)\C)/C=C(/CCC=C(C)C)\C	
NCGC00167417-01,0,[C@]12([C@@H](C[C@@H](C1(C)C)CC2)O)C	
NCGC00164591-01,0,[C@@]123[C@@H]4O[C@@H]([C@@H]([C@@H]1CC[C@H]([C@@H]3CC[C@@](O4)(OO2)C)C)C)OC	
NCGC00015150-03,0,[O-]C(=O)C[N+](C)(C)C	
NCGC00167568-01,0,CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC	
NCGC00013796-01,0,C(=O)([C@@H](c1ccccc1)CO)O[C@@H]1C[C@H]2N(=O)([C@@H](C1)CC2)C	
NCGC00256122-01,0,C(=O)([C@@](CCC(C)C)(C)CC)O[Sn](OC(=O)[C@@](CCC(C)C)(C)CC)(C)C	
NCGC00181163-01,0,C/C(=C\CC/C(=C\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/CCC=C(C)C	
NCGC00164563-01,0,c12c(nc([nH]c1=O)N)n(cn2)[C@@H]1C(=C)[C@@H]([C@H](C1)O)CO	
NCGC00016087-06,0,C(=O)(CC[C@@H](C=C)N)O	
NCGC00091743-01,0,C=CCN=C=S	
NCGC00162175-01,0,c1ccc(Cl)c(N(CC=C)C2=NCCN2)c1Cl	
NCGC00160467-01,0,C1(c2cccs2)(N2CCCCC2)CCCCC1	
NCGC00160643-01,0,C1CCN(CC1)C[C@@H]1COc2ccccc2O1	
NCGC00015827-06,0,n1nn2c(n1)CCCCC2	
NCGC00160420-01,0,P1(=NP(=NP(=N1)(N1CC1)N1CC1)(N1CC1)N1CCOCC1)(N1CC1)N1CC1	
NCGC00024349-03,0,C1CN=C(Cc2cc3ccccc3cc2)N1	
NCGC00167966-01,0,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(=O)O)[C@H]2NC(=O)C)[C@H](O)[C@H]1O)C(=O)O	
NCGC00164628-01,0,C1(=O)N(c2cc(c(N3CCOCC3)cc2)F)C[C@@H](O1)CNC(=O)C	
NCGC00183364-01,0,N(C(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H](Cc1[nH]cnc1)NC(=O)[C@H]1NC(=O)CC1)CO)[C@H](C(=O)N[C@H](C(=O)N1[C@H](C(=O)NCC)CCC1)CCCNC(=N)N)CC(C)C.CC(=O)O	
NCGC00183275-01,0,c1(c2c([nH]c1)cccc2)C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(cc1)O)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1[C@@H](CCC1)C(=O)NNC(=O)N)CCCNC(=N)N)CC(C)C)COC(C)(C)C)CO.C(=O)(O)C	
NCGC00163146-01,0,[C@@]123[C@H]4[C@](CN([C@@H]1[C@@H]([C@@]1([C@H]5[C@H]([C@@]([C@H]([C@@H]1O)OC)(C[C@@H]25)O)OC(=O)c1ccccc1)OC(=O)C)[C@@H]4OC)CC)([C@@H](C[C@@H]3OC)O)COC	
NCGC00016981-01,0,[C@@]12(C[C@@H]([C@@H]([C@@H](C)[C@@H]([C@H](C(=O)O[C@@H]([C@@H]([C@@H]([C@H](C1=O)C)OC(=O)C)C)C)C)O[C@H]1C[C@@H]([C@H]([C@@H](O1)C)OC(=O)C)OC)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)OC(=O)C)C)OC2	
NCGC00183840-01,0,[C@@H]12[C@@]3([C@@H](CC[C@H]1[C@H]1[C@](CC2)([C@H]([C@H](C1)N1CCCCC1)OC(=O)CC)C)C[C@@H]([C@H](C3)N1CCCCC1)OC(=O)C)C	
NCGC00183834-01,0,c1(cccc(c1)c1c(ccc(c1)CCCCCCc1ccc(c(c2cccc(c2)CC(=O)OCC)c1)O[C@@H]1[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H](O1)COC(=O)C)O[C@@H]1[C@@H](OC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H](O1)COC(=O)C)CC(=O)OCC	
NCGC00090940-01,0,CC(=O)OC	
NCGC00255494-01,0,C(=O)(OCCCCCCCC/C=C\C/C=C/C)C	
NCGC00166273-01,0,[C@@]12([C@H]([C@](C(=O)O)(CCC2)C)CC=C2[C@@H]1CCC(=C2)C(C)C)C	
NCGC00183109-02,0,C1[C@H]2N([C@@H](C[C@H]1n1c(nnc1C(C)C)C)CC2)CC[C@@H](c1ccccc1)NC(=O)C1CCC(CC1)(F)F	
NCGC00181160-01,0,c1c2c(cc(c1S(=O)(=O)O)C(C)C)CC[C@H]1[C@](CCC[C@]21C)(C)C(=O)O	
NCGC00254362-01,0,c1(c(c2c(ccc(c2)F)F)nco1)c1cn2c(cc1)nnc2C(C)C	
NCGC00016725-01,0,O=C1O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@@H](OC)[C@@H](C1)OC(=O)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N(C)C)O[C@H]1C[C@]([C@@H]([C@@H](O1)C)OC(=O)CC(C)C)(O)C)C)CC=O)C)O)C	
NCGC00167541-01,0,C[C@]12[C@H]([C@H]3[C@H](CC2)[C@]2(C)[C@H](CC3)C[C@@H](CC2)O)CC[C@@H]1[C@@H](CCCC(C)C)C	
NCGC00091066-01,0,CC(C)CCON=O	
NCGC00182042-01,0,C1CCCC(C[C@H](C)NC)C1	
NCGC00091076-01,0,C(OCC)(OCC)C	
NCGC00096081-01,0,C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C)/C)/C	
NCGC00160581-01,0,[C@@H]1(CC(C[C@H](C1)C)(C)C)O	
NCGC00159414-02,0,C1C[C@H](C(C)(C)O)CC[C@]1(O)C	
NCGC00160374-01,0,[C@]12(C([C@@H](C[N@+](C1)(C)CCC[N+](C)(C)C)CC2)(C)C)C.S(=O)(=O)([O-])OC.S(=O)(=O)([O-])OC	
NCGC00160588-02,0,Cc1ccc(cc1)C(C)(C)c1ccc(C)cc1	
NCGC00167443-01,1,n1(c(=O)c2c(nc1CF)ccc(c2)N)c1c(C)cccc1	
NCGC00256619-01,0,[C@@H]1(O[C@H](N=C1C)C)C	
NCGC00160571-01,0,C(=O)(/C(=C/C)/CC)NC(=O)N	
NCGC00016830-01,0,[C@H]1(C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(=O)O[C@@H](C/C=C/C=C/[C@@H]1O)C)OC(=O)CC)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@H]([C@@H]([C@](C1)(C)O)OC(=O)CC)C)C)CC=O)C	
NCGC00254604-01,0,C(=O)(c1c(OC)cccc1OC)Nc1cc(no1)C(CC)(CC)C	
NCGC00160562-01,0,c12c(cc(c(c1)OC)OC)c(ncn2)CC	
NCGC00021144-02,0,n1([C@H]2[C@@H]([C@H]3[C@H](O2)CO[P@@](=O)(O3)O)OC(=O)CCC)c2c(nc1)c(NC(=O)CCC)ncn2	
NCGC00182080-02,0,CCCC(C(=O)N)CCC	
NCGC00166226-01,0,CCCc1ccc(cc1)C(=O)O	
NCGC00183281-01,0,OC(=O)CCCC	
NCGC00161254-02,0,C(=O)/C=C/[C@H](CCCCC)O	
NCGC00249608-01,0,N(C(C)(C)[P@H](=O)O)CCCC	
NCGC00160587-01,0,C(=S)(SSC(=S)OCC)OCC	
NCGC00159463-02,0,CCOc1ccc(NC(=C)Nc2ccc(OCC)cc2)cc1	
NCGC00160510-01,0,c1(NC(=S)Nc2ccc(cc2)OCC)ccc(cc1)OCC	
NCGC00247704-01,0,N([C@H](Cc1ccccc1)C)C.Cl	
NCGC00016649-01,0,C(=O)([C@@H](c1ccccc1)CO)O[C@@H]1C[C@H]2N(=O)([C@@H](C1)CC2)C.Cl	
NCGC00247702-01,0,[C@]123c4c5O[C@H]1[C@H](C=C[C@H]2[C@@H](Cc4ccc5OC(=O)C)N(CC3)C)OC(=O)C.Cl	
NCGC00016813-01,0,N12[C@@H]([C@@H](C1=O)/N=C/N1CCCCCC1)SC([C@@H]2C(=O)OCOC(=O)C(C)(C)C)(C)C.Cl	
NCGC00025347-01,0,c1(c(c(ccc1)C)C)[C@@H](c1nc[nH]c1)C.Cl	
NCGC00167552-01,0,C[C@@H]1CCCCN1CCCOC(=O)c1ccccc1.Cl	
NCGC00183101-01,0,n1c(c(CN(/C(=C(/SSC[C@@H]2OCCC2)\CCO)/C)C=O)cnc1C)N.Cl	
NCGC00094285-01,0,Cl.CCCN1CCC[C@H](C1)c1cc(ccc1)O	
NCGC00181332-01,0,[C@@H]12[C@@]3(C(=CC[C@H]1[C@H]1[C@](CC2)(C(=O)CC1)C)C[C@H](CC3)OCCN(CC)CC)C.Cl	
NCGC00181080-01,0,Cl.CCOc1ccc(N/C(=N/c2ccc(cc2)OCC)/C)cc1	
NCGC00182557-01,0,CC[C@H](C[C@H](C)CNC[C@@H](CNCC[C@@H](C)C[C@@H](CC)CN)O)CN.Cl.Cl	
NCGC00183273-01,0,c1(c(cc(cc1)N)Cl)C(=O)OCCN(CC)CC.Cl	
NCGC00254535-01,0,c12c(N=C3N(C1)CCCCC3)cc(cc2Cl)Cl.Cl	
NCGC00093552-01,0,Nc1cc(c(NC2=NCCN2)c(c1)Cl)Cl.Cl	
NCGC00181097-01,0,COc1c(CN(C)C)c2c(cc1)c(=O)c(c(o2)c1ccccc1)C.Cl	
NCGC00159467-02,0,[C@H]12N([C@H](C[C@H]([C@@H]1C(=O)OC)OC(=O)c1ccccc1)CC2)C.Cl	
NCGC00159467-03,0,C1C[C@@H]2[C@H]([C@H](C[C@H]1N2C)OC(=O)c1ccccc1)C(=O)OC.Cl	
NCGC00247676-01,0,[C@]123c4c5O[C@H]1[C@H](C=C[C@H]2[C@@H](Cc4ccc5OC)NCC3)O.Cl	
NCGC00181343-01,0,Cl.COc1c(OC)cc2CC(=O)N(CCCN(C)C[C@H]3Cc4cc(c(OC)cc34)OC)CCc2c1	
NCGC00185773-02,0,[C@H]1([C@@H]([C@H]([C@H]([C@H](O1)[C@@H]([C@@H](Cl)C)NC(=O)[C@H]1N(C[C@@H](C1)CCC)C)O)O)OC(=O)CCCCCCCCCCCCCCC)SC.Cl	
NCGC00165996-01,0,NC(=N)n1cccn1.Cl	
NCGC00091268-01,0,[C@]12([C@H]([C@@H](C(=C(C2=O)C(=O)N)O)N(C)C)[C@H]([C@H]2C(=C1O)C(=O)c1c([C@]2(O)C)cccc1O)O)O.Cl	
NCGC00168780-01,0,[C@H]1([C@@](C1)(C(=O)N(CC)CC)c1ccccc1)CN.Cl	
NCGC00013628-01,0,[C@]12(C(=C3C(=O)c4c([C@]([C@H]3C[C@H]2[C@@H](C(=C(C1=O)C(=O)NCN1CCCC1)O)N(C)C)(O)C)cccc4O)O)O.Cl	
NCGC00181102-01,0,c12[nH]c3c(c1CCN1[C@@H]2C[C@@H]2[C@@H]([C@H]([C@H](C[C@@H]2C1)OC)OC)C(=O)OC)ccc(c3)OC.Cl	
NCGC00091942-01,0,[C@H](c1ccccc1)([C@@H]1CCCCN1)C(=O)OC.Cl	
NCGC00161405-01,0,O=C(OC)[C@@H](CN)c1c[nH]c2ccc(OC)cc12.Cl	
NCGC00182545-01,0,c1(ccccc1)CC[C@H](N[C@H](C(=O)N1[C@@H](CC2(C1)SCCS2)C(=O)O)C)C(=O)OCC.Cl	
NCGC00017004-01,0,[C@@]1(c2cccs2)(C(=O)CCCC1)NCC.Cl	
